COMUNES_KG,PAPEL_Y_CARTON_KG,VIDRIO_KG,METAL_KG,PLASTICOS_KG,PATOGENOS_KG,PODA_KG,ORGANICO_KG,DIFERENCIADO_PARTICULAR_KG,PAPEL_PLASTICO_KG
19218707.39,7769.642857,5450.178571,519.4642857,6668.928571,165451.6071,274157.5,23621.11111,110,9963.333333
