ESTABLECIMIENTOS HOSPEDAJES,EXPENDIOS DE COMIDA,CONSUMO MASIVO,EXSTABLECIMIENTOS EDUCATIVOS,INSTITUCIONES,INDUSTRIAS
0.41,45.99,60.59,6.33,4.87,12.35
