EXPENDIOS_DE_COMIDA,DOMICILIARIOS,CONSUMO_MASIVO,ESTABLECIMIENTOS_EDUCATIVOS,HOSPEDAJES,INDUSTRIAS,INSTITUCIONES
4.5,80.31,6,1.2,0.7,4.2,2.9
