VIDRIO_VERDE,VIDRIO_TRANSPARENTE,VIDRIO_PLANO,VIDRIO_MARRÓN,VIDRIO_AMBAR,METALES_NO_FERROSOS,METALES_FERROSOS,LATAS_DE_PINTURA,LATAS_DE_ALUMINIO
0.27,1.01,0.09,0.28,0.24,0.59,0.2,0.04,0.2
